Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Demand_MMBtu
9871,26.98,0.1652,26.98
10449,25.67,0.012,25.67
11079,23.24,0,23.24
10981,19.29,0,19.29
10679,14.93,0,14.93
10229,11.4,0,11.4
9529,8.83,0,8.83
8609,6.2,0,6.2
7809,3.95,0,3.95
7299,1.69,0,1.69
7024,1.24,0,1.24
6910,1.74,0,1.74
6923,4.05,0,4.05
7172,8.71,0,8.71
7956,14,0,14
9281,17.32,0,17.32
9915,19.85,0.0741,19.85
9989,20.91,0.3326,20.91
9955,20.01,0.513,20.01
9932,19.9,0.6304,19.9
9850,20.63,0.6421,20.63
9737,21.93,0.6634,21.93
9660,22.77,0.6169,22.77
9608,24.62,0.5355,24.62
9711,26.14,0.3307,26.14
10407,25.41,0.0844,25.41
11254,23.89,0,23.89
11216,19.68,0,19.68
10959,14.45,0,14.45
10560,10.46,0,10.46
9865,7.87,0,7.87
8966,4.67,0,4.67
8145,2.64,0,2.64
7604,1.76,0,1.76
7334,1.29,0,1.29
7209,1.82,0,1.82
7240,4.23,0,4.23
7477,9.1,0,9.1
8217,14.62,0,14.62
9528,18.08,0,18.08
10187,20.72,0.0709,20.72
10291,21.84,0.2937,21.84
10298,20.9,0.4255,20.9
10272,20.78,0.5184,20.78
10173,21.54,0.5122,21.54
10035,22.89,0.4839,22.89
9986,23.77,0.4576,23.77
9905,25.71,0.4155,25.71
10024,27.3,0.2268,27.3
10758,26.53,0.0106,26.53
11410,24.95,0,24.95
11345,20.54,0,20.54
11079,15.09,0,15.09
10654,10.92,0,10.92
9940,8.22,0,8.22
9032,4.87,0,4.87
8197,2.76,0,2.76
7669,1.86,0,1.86
7389,1.36,0,1.36
7243,1.92,0,1.92
7254,4.46,0,4.46
7472,9.61,0,9.61
8199,15.44,0,15.44
9450,19.1,0,19.1
10097,21.89,0,21.89
10220,23.07,0.1785,23.07
10189,22.07,0.4377,22.07
10148,21.95,0.5751,21.95
10022,22.76,0.5155,22.76
9891,24.18,0.4923,24.18
9840,25.11,0.4147,25.11
9760,27.16,0.3057,27.16
9800,28.83,0.1433,28.83
10442,28.03,0.0014,28.03
11013,26.35,0,26.35
10864,21.7,0,21.7
10550,15.94,0,15.94
10198,11.53,0,11.53
9661,8.68,0,8.68
8967,5.15,0,5.15
8226,2.91,0,2.91
7654,2.86,0,2.86
7337,2.02,0,2.02
7190,1.96,0,1.96
7152,2.74,0,2.74
7232,5.09,0,5.09
7545,8.36,0,8.36
8047,12.69,0,12.69
8588,17.24,0.0727,17.24
9077,21.85,0.3305,21.85
9312,24.2,0.5087,24.2
9299,24.98,0.6255,24.98
9181,26.13,0.6438,26.13
9000,27.76,0.6342,27.76
8811,28.98,0.6073,28.98
8691,30.4,0.4905,30.4
8794,31.19,0.3167,31.19
9530,29.64,0.0647,29.64
10269,26.81,0,26.81
10163,22.28,0,22.28
9887,17.32,0,17.32
9591,13.22,0,13.22
9155,10.32,0,10.32
8609,7.2,0,7.2
7998,4.66,0,4.66
7508,2.88,0,2.88
7225,3.71,0,3.71
7088,1.36,0,1.36
7040,2.12,0,2.12
7101,3.96,0,3.96
7334,6.5,0,6.5
7705,9.93,0,9.93
8157,14.06,0.0732,14.06
8671,18.37,0.3249,18.37
8939,23.64,0.5055,23.64
9005,27.01,0.6259,27.01
8996,27.7,0.6462,27.7
8922,27.58,0.6498,27.58
8825,26.75,0.6233,26.75
8781,26.18,0.4959,26.18
8986,25.04,0.2951,25.04
9858,23.83,0.0327,23.83
10631,21.36,0,21.36
10584,18.37,0,18.37
10304,14.69,0,14.69
9937,11.71,0,11.71
9289,9.1,0,9.1
8529,6.56,0,6.56
7851,4.47,0,4.47
7406,1.62,0,1.62
7185,1.22,0,1.22
7112,1.75,0,1.75
7156,4,0,4
7427,8.24,0,8.24
8204,13.41,0,13.41
9547,16.79,0,16.79
10229,19.24,0.0538,19.24
10337,20.24,0.2996,20.24
10290,21.43,0.4629,21.43
10241,25.41,0.5623,25.41
10140,27.06,0.578,27.06
9979,27.86,0.5428,27.86
9891,27.33,0.5193,27.33
9786,27.06,0.4362,27.06
9860,25.94,0.2678,25.94
10604,24.61,0.0319,24.61
11377,21.76,0,21.76
11330,18.12,0,18.12
11072,13.81,0,13.81
10657,10.5,0,10.5
9929,7.32,0,7.32
9027,4.53,0,4.53
8183,2.68,0,2.68
7642,2.49,0,2.49
7364,1.8,0,1.8
7269,1.66,0,1.66
7291,2.46,0,2.46
7540,4.43,0,4.43
8324,7.27,0,7.27
9601,10.98,0,10.98
10207,15,0.0403,15
10284,18.95,0.2888,18.95
10220,21.02,0.4702,21.02
10142,21.68,0.5589,21.68
10032,22.62,0.5611,22.62
9913,24.07,0.5702,24.07
9838,25.15,0.546,25.15
9742,26.32,0.407,26.32
9819,26.98,0.2344,26.98
10588,25.67,0.0007,25.67
11242,23.24,0,23.24
11189,19.29,0,19.29
10925,14.93,0,14.93
10511,11.4,0,11.4
9860,8.83,0,8.83
8946,6.2,0,6.2
8094,3.95,0,3.95
7521,1.69,0,1.69
7214,1.24,0,1.24
7066,1.74,0,1.74
7049,4.05,0,4.05
7264,8.71,0,8.71
7949,14,0,14
9109,17.32,0,17.32
9815,19.85,0.0005,19.85
10063,20.91,0.2107,20.91
10162,20.01,0.3555,20.01
10173,19.9,0.4531,19.9
10100,20.63,0.5151,20.63
9938,21.93,0.49,21.93
9864,22.77,0.5189,22.77
9766,24.62,0.4458,24.62
9736,26.14,0.2889,26.14
10391,25.41,0.0118,25.41
11042,23.89,0,23.89
10895,19.68,0,19.68
10584,14.45,0,14.45
10163,10.46,0,10.46
9558,7.87,0,7.87
8771,4.67,0,4.67
7955,2.64,0,2.64
7340,1.76,0,1.76
6984,1.29,0,1.29
6782,1.82,0,1.82
6711,4.23,0,4.23
6782,9.1,0,9.1
7105,14.62,0,14.62
7588,18.08,0,18.08
8179,20.72,0.0117,20.72
8835,21.84,0.3135,21.84
9267,20.9,0.4909,20.9
9453,20.78,0.6116,20.78
9451,21.54,0.643,21.54
9125,22.89,0.6438,22.89
8598,23.77,0.6127,23.77
8129,25.71,0.4871,25.71
7891,27.3,0.3058,27.3
8192,26.53,0.0269,26.53
8543,24.95,0,24.95
8548,20.54,0,20.54
8532,15.09,0,15.09
8492,10.92,0,10.92
8261,8.22,0,8.22
7903,4.87,0,4.87
7410,2.76,0,2.76
6969,1.86,0,1.86
6729,1.36,0,1.36
6640,1.92,0,1.92
6630,4.46,0,4.46
6787,9.61,0,9.61
7187,15.44,0,15.44
7711,19.1,0,19.1
8157,21.89,0.0135,21.89
8591,23.07,0.3063,23.07
8851,22.07,0.4727,22.07
8933,21.95,0.5797,21.95
8892,22.76,0.6075,22.76
8760,24.18,0.6239,24.18
8615,25.11,0.6046,25.11
8537,27.16,0.4789,27.16
8629,28.83,0.2928,28.83
9420,28.03,0.0223,28.03
10016,26.35,0,26.35
9855,21.7,0,21.7
9547,15.94,0,15.94
9193,11.53,0,11.53
8719,8.68,0,8.68
8094,5.15,0,5.15
7402,2.91,0,2.91
6872,2.86,0,2.86
6544,2.02,0,2.02
6377,1.96,0,1.96
6310,2.74,0,2.74
6372,5.09,0,5.09
6634,8.36,0,8.36
7101,12.69,0,12.69
7634,17.24,0,17.24
8324,21.85,0.2275,21.85
8796,24.2,0.4015,24.2
8958,24.98,0.5501,24.98
8986,26.13,0.6021,26.13
8943,27.76,0.5869,27.76
8836,28.98,0.5295,28.98
8804,30.4,0.4425,30.4
8959,31.19,0.2859,31.19
9774,29.64,0.0002,29.64
10390,26.81,0,26.81
10306,22.28,0,22.28
10063,17.32,0,17.32
9784,13.22,0,13.22
9359,10.32,0,10.32
8754,7.2,0,7.2
8104,4.66,0,4.66
7580,2.88,0,2.88
7256,3.71,0,3.71
7093,1.36,0,1.36
7037,2.12,0,2.12
7101,3.96,0,3.96
7309,6.5,0,6.5
7638,9.93,0,9.93
8042,14.06,0,14.06
8689,18.37,0.2782,18.37
9169,23.64,0.4514,23.64
9458,27.01,0.4131,27.01
9602,27.7,0.3239,27.7
9614,27.58,0.4152,27.58
9515,26.75,0.474,26.75
9508,26.18,0.3742,26.18
9698,25.04,0.1973,25.04
10569,23.83,0,23.83
11230,21.36,0,21.36
11144,18.37,0,18.37
10846,14.69,0,14.69
10479,11.71,0,11.71
9701,9.1,0,9.1
8857,6.56,0,6.56
8097,4.47,0,4.47
7591,1.62,0,1.62
7327,1.22,0,1.22
7218,1.75,0,1.75
7223,4,0,4
7490,8.24,0,8.24
8250,13.41,0,13.41
9590,16.79,0,16.79
10268,19.24,0,19.24
10326,20.24,0.2772,20.24
10344,21.43,0.4703,21.43
10330,25.41,0.5945,25.41
10270,27.06,0.6074,27.06
10187,27.86,0.6058,27.86
10113,27.33,0.573,27.33
10009,27.06,0.4695,27.06
10116,25.94,0.2946,25.94
10950,24.61,0.0015,24.61
11774,21.76,0,21.76
11759,18.12,0,18.12
11508,13.81,0,13.81
11055,10.5,0,10.5
10308,7.32,0,7.32
9326,4.53,0,4.53
8445,2.68,0,2.68
7899,2.49,0,2.49
7613,1.8,0,1.8
7477,1.66,0,1.66
7470,2.46,0,2.46
7699,4.43,0,4.43
8428,7.27,0,7.27
9761,10.98,0,10.98
10471,15,0,15
10643,18.95,0.1029,18.95
10719,21.02,0.2427,21.02
10802,21.68,0.3353,21.68
10835,22.62,0.3693,22.62
10820,24.07,0.321,24.07
10811,25.15,0.2798,25.15
10750,26.32,0.2887,26.32
10888,26.98,0.1717,26.98
11635,25.67,0,25.67
12129,23.24,0,23.24
12036,19.29,0,19.29
11714,14.93,0,14.93
11207,11.4,0,11.4
10396,8.83,0,8.83
9383,6.2,0,6.2
8476,3.95,0,3.95
7885,1.69,0,1.69
7571,1.24,0,1.24
7443,1.74,0,1.74
7441,4.05,0,4.05
7675,8.71,0,8.71
8416,14,0,14
9770,17.32,0,17.32
10485,19.85,0,19.85
10564,20.91,0.1982,20.91
10582,20.01,0.3702,20.01
10613,19.9,0.4604,19.9
10530,20.63,0.5011,20.63
10401,21.93,0.5173,21.93
10370,22.77,0.5058,22.77
10343,24.62,0.3876,24.62
10495,26.14,0.1969,26.14
11316,25.41,0,25.41
11972,23.89,0,23.89
11906,19.68,0,19.68
11643,14.45,0,14.45
11225,10.46,0,10.46
10509,7.87,0,7.87
9533,4.67,0,4.67
8640,2.64,0,2.64
8064,1.76,0,1.76
7777,1.29,0,1.29
7656,1.82,0,1.82
7656,4.23,0,4.23
7876,9.1,0,9.1
8638,14.62,0,14.62
10000,18.08,0,18.08
10639,20.72,0,20.72
10637,21.84,0.2668,21.84
10562,20.9,0.4708,20.9
10524,20.78,0.5885,20.78
10445,21.54,0.5494,21.54
10288,22.89,0.5991,22.89
10236,23.77,0.5673,23.77
10145,25.71,0.483,25.71
10265,27.3,0.3013,27.3
11055,26.53,0.0001,26.53
11768,24.95,0,24.95
11814,20.54,0,20.54
11582,15.09,0,15.09
11129,10.92,0,10.92
10395,8.22,0,8.22
9403,4.87,0,4.87
8491,2.76,0,2.76
7901,1.86,0,1.86
7603,1.36,0,1.36
7457,1.92,0,1.92
7466,4.46,0,4.46
7706,9.61,0,9.61
8471,15.44,0,15.44
9807,19.1,0,19.1
10487,21.89,0,21.89
10654,23.07,0.1993,23.07
10702,22.07,0.38,22.07
10664,21.95,0.4883,21.95
10581,22.76,0.5493,22.76
10479,24.18,0.5521,24.18
10449,25.11,0.5214,25.11
10415,27.16,0.4105,27.16
10576,28.83,0.2423,28.83
11391,28.03,0,28.03
11822,26.35,0,26.35
11637,21.7,0,21.7
11339,15.94,0,15.94
10964,11.53,0,11.53
10392,8.68,0,8.68
9588,5.15,0,5.15
8754,2.91,0,2.91
8122,2.86,0,2.86
7753,2.02,0,2.02
7577,1.96,0,1.96
7518,2.74,0,2.74
7587,5.09,0,5.09
7872,8.36,0,8.36
8448,12.69,0,12.69
9091,17.24,0,17.24
9795,21.85,0.2168,21.85
10257,24.2,0.3862,24.2
10471,24.98,0.4511,24.98
10496,26.13,0.4476,26.13
10450,27.76,0.4533,27.76
10350,28.98,0.437,28.98
10280,30.4,0.4112,30.4
10408,31.19,0.275,31.19
11104,29.64,0,29.64
11406,26.81,0,26.81
11218,22.28,0,22.28
10853,17.32,0,17.32
10480,13.22,0,13.22
9965,10.32,0,10.32
9253,7.2,0,7.2
8473,4.66,0,4.66
7866,2.88,0,2.88
7485,3.71,0,3.71
7259,1.36,0,1.36
7155,2.12,0,2.12
7164,3.96,0,3.96
7338,6.5,0,6.5
7708,9.93,0,9.93
8182,14.06,0,14.06
8826,18.37,0.1184,18.37
9296,23.64,0.2778,23.64
9508,27.01,0.3585,27.01
9577,27.7,0.3238,27.7
9583,27.58,0.3411,27.58
9478,26.75,0.3405,26.75
9384,26.18,0.286,26.18
9519,25.04,0.1028,25.04
10454,23.83,0,23.83
11026,21.36,0,21.36
10901,18.37,0,18.37
10594,14.69,0,14.69
10134,11.71,0,11.71
9398,9.1,0,9.1
8490,6.56,0,6.56
7652,4.47,0,4.47
7095,1.62,0,1.62
6796,1.22,0,1.22
6642,1.75,0,1.75
6656,4,0,4
6908,8.24,0,8.24
7675,13.41,0,13.41
9041,16.79,0,16.79
9692,19.24,0,19.24
9776,20.24,0.2628,20.24
9819,21.43,0.4358,21.43
9854,25.41,0.5505,25.41
9809,27.06,0.6131,27.06
9738,27.86,0.609,27.86
9686,27.33,0.5835,27.33
9608,27.06,0.4465,27.06
9689,25.94,0.2661,25.94
10558,24.61,0.0001,24.61
11379,21.76,0,21.76
11336,18.12,0,18.12
11070,13.81,0,13.81
10629,10.5,0,10.5
9895,7.32,0,7.32
8908,4.53,0,4.53
8018,2.68,0,2.68
7411,2.49,0,2.49
7115,1.8,0,1.8
6998,1.66,0,1.66
6986,2.46,0,2.46
7230,4.43,0,4.43
7992,7.27,0,7.27
9338,10.98,0,10.98
10070,15,0,15
10228,18.95,0.2441,18.95
10312,21.02,0.4013,21.02
10370,21.68,0.4707,21.68
10367,22.62,0.4622,22.62
10310,24.07,0.4498,24.07
10261,25.15,0.4513,25.15
10170,26.32,0.4101,26.32
10262,26.98,0.279,26.98
11054,25.67,0,25.67
11595,23.24,0,23.24
11480,19.29,0,19.29
11132,14.93,0,14.93
10641,11.4,0,11.4
9863,8.83,0,8.83
8784,6.2,0,6.2
7825,3.95,0,3.95
7218,1.69,0,1.69
6879,1.24,0,1.24
6676,1.74,0,1.74
6629,4.05,0,4.05
6823,8.71,0,8.71
7530,14,0,14
8866,17.32,0,17.32
9563,19.85,0,19.85
9674,20.91,0.1008,20.91
9709,20.01,0.2873,20.01
9749,19.9,0.5112,19.9
9744,20.63,0.536,20.63
9708,21.93,0.4996,21.93
9729,22.77,0.3911,22.77
9712,24.62,0.3097,24.62
9875,26.14,0.195,26.14
10821,25.41,0,25.41
11582,23.89,0,23.89
11583,19.68,0,19.68
11361,14.45,0,14.45
10976,10.46,0,10.46
10257,7.87,0,7.87
9281,4.67,0,4.67
8375,2.64,0,2.64
7823,1.76,0,1.76
7553,1.29,0,1.29
7437,1.82,0,1.82
7448,4.23,0,4.23
7720,9.1,0,9.1
8532,14.62,0,14.62
9931,18.08,0,18.08
10594,20.72,0,20.72
10631,21.84,0.2494,21.84
10599,20.9,0.4516,20.9
10549,20.78,0.6247,20.78
10421,21.54,0.6776,21.54
10276,22.89,0.6841,22.89
10196,23.77,0.3469,23.77
10123,25.71,0.517,25.71
10262,27.3,0.3333,27.3
11259,26.53,0.0573,26.53
12028,24.95,0,24.95
12032,20.54,0,20.54
11830,15.09,0,15.09
11449,10.92,0,10.92
10755,8.22,0,8.22
9753,4.87,0,4.87
8798,2.76,0,2.76
8191,1.86,0,1.86
7885,1.36,0,1.36
7728,1.92,0,1.92
7715,4.46,0,4.46
7937,9.61,0,9.61
8663,15.44,0,15.44
9990,19.1,0,19.1
10688,21.89,0,21.89
10802,23.07,0.0738,23.07
10781,22.07,0.1992,22.07
10752,21.95,0.2704,21.95
10625,22.76,0.3616,22.76
10465,24.18,0.3916,24.18
10431,25.11,0.3009,25.11
10378,27.16,0.1969,27.16
10490,28.83,0.0448,28.83
11272,28.03,0,28.03
11588,26.35,0,26.35
11383,21.7,0,21.7
11015,15.94,0,15.94
10590,11.53,0,11.53
10003,8.68,0,8.68
9166,5.15,0,5.15
8258,2.91,0,2.91
7590,2.86,0,2.86
7200,2.02,0,2.02
6973,1.96,0,1.96
6894,2.74,0,2.74
6947,5.09,0,5.09
7223,8.36,0,8.36
7754,12.69,0,12.69
8397,17.24,0,17.24
9103,21.85,0.1158,21.85
9578,24.2,0.0838,24.2
9807,24.98,0.1599,24.98
9821,26.13,0.2742,26.13
9718,27.76,0.4044,27.76
9577,28.98,0.439,28.98
9513,30.4,0.3592,30.4
9627,31.19,0.2206,31.19
10365,29.64,0,29.64
10760,26.81,0,26.81
10561,22.28,0,22.28
10215,17.32,0,17.32
9868,13.22,0,13.22
9384,10.32,0,10.32
8713,7.2,0,7.2
7936,4.66,0,4.66
7326,2.88,0,2.88
6934,3.71,0,3.71
6727,1.36,0,1.36
6636,2.12,0,2.12
6689,3.96,0,3.96
6884,6.5,0,6.5
7281,9.93,0,9.93
7698,14.06,0,14.06
8329,18.37,0.1664,18.37
8814,23.64,0.2594,23.64
9069,27.01,0.3346,27.01
9208,27.7,0.3242,27.7
9258,27.58,0.3183,27.58
9208,26.75,0.3444,26.75
9157,26.18,0.3399,26.18
9403,25.04,0.2398,25.04
10502,23.83,0,23.83
11126,21.36,0,21.36
11064,18.37,0,18.37
10807,14.69,0,14.69
10387,11.71,0,11.71
9693,9.1,0,9.1
8769,6.56,0,6.56
7894,4.47,0,4.47
7318,1.62,0,1.62
7026,1.22,0,1.22
6896,1.75,0,1.75
6881,4,0,4
7124,8.24,0,8.24
7859,13.41,0,13.41
9185,16.79,0,16.79
10055,19.24,0,19.24
10253,20.24,0.0007,20.24
10390,21.43,0.0505,21.43
10500,25.41,0.1048,25.41
10516,27.06,0.1705,27.06
10487,27.86,0.1971,27.86
10473,27.33,0.1052,27.33
10385,27.06,0.2212,27.06
10549,25.94,0.0074,25.94
11329,24.61,0,24.61
11796,21.76,0,21.76
11652,18.12,0,18.12
11302,13.81,0,13.81
10798,10.5,0,10.5
9997,7.32,0,7.32
9002,4.53,0,4.53
8009,2.68,0,2.68
7298,2.49,0,2.49
6918,1.8,0,1.8
6727,1.66,0,1.66
6693,2.46,0,2.46
6882,4.43,0,4.43
7636,7.27,0,7.27
9017,10.98,0,10.98
9834,15,0,15
10010,18.95,0.1639,18.95
10059,21.02,0.3664,21.02
10057,21.68,0.505,21.68
10028,22.62,0.5522,22.62
9935,24.07,0.5432,24.07
9917,25.15,0.5046,25.15
9880,26.32,0.39,26.32
10054,26.98,0.2203,26.98
11028,25.67,0,25.67
11804,23.24,0,23.24
11798,19.29,0,19.29
11573,14.93,0,14.93
11174,11.4,0,11.4
10458,8.83,0,8.83
9424,6.2,0,6.2
8462,3.95,0,3.95
7859,1.69,0,1.69
7568,1.24,0,1.24
7438,1.74,0,1.74
7448,4.05,0,4.05
7712,8.71,0,8.71
8497,14,0,14
9905,17.32,0,17.32
10639,19.85,0,19.85
10681,20.91,0.1778,20.91
10637,20.01,0.3212,20.01
10586,19.9,0.4819,19.9
10513,20.63,0.481,20.63
10385,21.93,0.4657,21.93
10350,22.77,0.4725,22.77
10273,24.62,0.3945,24.62
10460,26.14,0.2277,26.14
11452,25.41,0.0087,25.41
12182,23.89,0,23.89
12133,19.68,0,19.68
11913,14.45,0,14.45
11507,10.46,0,10.46
10813,7.87,0,7.87
9780,4.67,0,4.67
8789,2.64,0,2.64
8123,1.76,0,1.76
7784,1.29,0,1.29
7644,1.82,0,1.82
7658,4.23,0,4.23
7891,9.1,0,9.1
8660,14.62,0,14.62
10048,18.08,0,18.08
10751,20.72,0,20.72
10787,21.84,0.2204,21.84
10638,20.9,0.4407,20.9
10499,20.78,0.596,20.78
10356,21.54,0.6674,21.54
10201,22.89,0.6674,22.89
10134,23.77,0.6298,23.77
10061,25.71,0.5087,25.71
10198,27.3,0.3243,27.3
11142,26.53,0.02,26.53
12007,24.95,0,24.95
12019,20.54,0,20.54
11831,15.09,0,15.09
11463,10.92,0,10.92
10789,8.22,0,8.22
9777,4.87,0,4.87
8798,2.76,0,2.76
8150,1.86,0,1.86
7835,1.36,0,1.36
7694,1.92,0,1.92
7694,4.46,0,4.46
7926,9.61,0,9.61
8683,15.44,0,15.44
10038,19.1,0,19.1
10745,21.89,0,21.89
10774,23.07,0.2408,23.07
10651,22.07,0.4528,22.07
10540,21.95,0.5998,21.95
10390,22.76,0.6552,22.76
10184,24.18,0.6695,24.18
10044,25.11,0.6377,25.11
9969,27.16,0.5151,27.16
10081,28.83,0.3276,28.83
10996,28.03,0.0316,28.03
11644,26.35,0,26.35
11501,21.7,0,21.7
11220,15.94,0,15.94
10866,11.53,0,11.53
10350,8.68,0,8.68
9535,5.15,0,5.15
8636,2.91,0,2.91
7956,2.86,0,2.86
7558,2.02,0,2.02
7385,1.96,0,1.96
7329,2.74,0,2.74
7415,5.09,0,5.09
7730,8.36,0,8.36
8328,12.69,0,12.69
8937,17.24,0,17.24
9519,21.85,0.2379,21.85
9813,24.2,0.4528,24.2
9860,24.98,0.6037,24.98
9753,26.13,0.6357,26.13
9559,27.76,0.6786,27.76
9368,28.98,0.6462,28.98
9294,30.4,0.5241,30.4
9456,31.19,0.3343,31.19
10489,29.64,0.0421,29.64
11189,26.81,0,26.81
11102,22.28,0,22.28
10833,17.32,0,17.32
10562,13.22,0,13.22
10115,10.32,0,10.32
9450,7.2,0,7.2
8654,4.66,0,4.66
8002,2.88,0,2.88
7604,3.71,0,3.71
7391,1.36,0,1.36
7298,2.12,0,2.12
7324,3.96,0,3.96
7515,6.5,0,6.5
7925,9.93,0,9.93
8447,14.06,0,14.06
9200,18.37,0.0685,18.37
9807,23.64,0.2141,23.64
10133,27.01,0.3076,27.01
10329,27.7,0.3144,27.7
10480,27.58,0.3146,27.58
10529,26.75,0.3613,26.75
10546,26.18,0.1576,26.18
10778,25.04,0.0108,25.04
11574,23.83,0,23.83
11976,21.36,0,21.36
11878,18.37,0,18.37
11551,14.69,0,14.69
11111,11.71,0,11.71
10487,9.1,0,9.1
9573,6.56,0,6.56
8649,4.47,0,4.47
7970,1.62,0,1.62
7576,1.22,0,1.22
7430,1.75,0,1.75
7412,4,0,4
7658,8.24,0,8.24
8378,13.41,0,13.41
9688,16.79,0,16.79
10594,19.24,0,19.24
10868,20.24,0.0047,20.24
10975,21.43,0.0927,21.43
11084,25.41,0.4885,25.41
11101,27.06,0.2045,27.06
11032,27.86,0.2195,27.86
10988,27.33,0.2344,27.33
10911,27.06,0.1627,27.06
11057,25.94,0.0863,25.94
11885,24.61,0,24.61
12358,21.76,0,21.76
12236,18.12,0,18.12
11929,13.81,0,13.81
11458,10.5,0,10.5
10660,7.32,0,7.32
9581,4.53,0,4.53
8551,2.68,0,2.68
7846,2.49,0,2.49
7499,1.8,0,1.8
7307,1.66,0,1.66
7270,2.46,0,2.46
7457,4.43,0,4.43
8157,7.27,0,7.27
9462,10.98,0,10.98
10299,15,0,15
10434,18.95,0.0207,18.95
10482,21.02,0.0515,21.02
10545,21.68,0.1372,21.68
10526,22.62,0.234,22.62
10414,24.07,0.3238,24.07
10366,25.15,0.3697,25.15
10287,26.32,0.2723,26.32
10414,26.98,0.1336,26.98
11220,25.67,0,25.67
11815,23.24,0,23.24
11739,19.29,0,19.29
11469,14.93,0,14.93
11037,11.4,0,11.4
10308,8.83,0,8.83
9289,6.2,0,6.2
8287,3.95,0,3.95
7571,1.69,0,1.69
7214,1.24,0,1.24
7066,1.74,0,1.74
7064,4.05,0,4.05
7305,8.71,0,8.71
8040,14,0,14
9396,17.32,0,17.32
10188,19.85,0,19.85
10302,20.91,0.131,20.91
10320,20.01,0.3268,20.01
10324,19.9,0.4726,19.9
10273,20.63,0.4975,20.63
10179,21.93,0.466,21.93
10191,22.77,0.4577,22.77
10181,24.62,0.3858,24.62
10321,26.14,0.2499,26.14
11211,25.41,0.0011,25.41
11925,23.89,0,23.89
11886,19.68,0,19.68
11642,14.45,0,14.45
11261,10.46,0,10.46
10572,7.87,0,7.87
9554,4.67,0,4.67
8528,2.64,0,2.64
7849,1.76,0,1.76
7476,1.29,0,1.29
7318,1.82,0,1.82
7319,4.23,0,4.23
7565,9.1,0,9.1
8336,14.62,0,14.62
9713,18.08,0,18.08
10423,20.72,0,20.72
10524,21.84,0.2102,21.84
10487,20.9,0.4132,20.9
10425,20.78,0.5376,20.78
10316,21.54,0.5974,21.54
10163,22.89,0.5731,22.89
10143,23.77,0.4995,23.77
10178,25.71,0.3932,25.71
10405,27.3,0.1858,27.3
11272,26.53,0,26.53
11889,24.95,0,24.95
11819,20.54,0,20.54
11594,15.09,0,15.09
11266,10.92,0,10.92
10591,8.22,0,8.22
9576,4.87,0,4.87
8585,2.76,0,2.76
7884,1.86,0,1.86
7487,1.36,0,1.36
7295,1.92,0,1.92
7292,4.46,0,4.46
7473,9.61,0,9.61
8136,15.44,0,15.44
9371,19.1,0,19.1
10270,21.89,0,21.89
10570,23.07,0,23.07
10718,22.07,0.0446,22.07
10774,21.95,0.0583,21.95
10732,22.76,0.0588,22.76
10536,24.18,0.0315,24.18
10385,25.11,0.0289,25.11
10180,27.16,0.1648,27.16
10127,28.83,0.285,28.83
10860,28.03,0,28.03
11395,26.35,0,26.35
11216,21.7,0,21.7
10903,15.94,0,15.94
10530,11.53,0,11.53
10004,8.68,0,8.68
9233,5.15,0,5.15
8344,2.91,0,2.91
7689,2.86,0,2.86
7298,2.02,0,2.02
7081,1.96,0,1.96
7021,2.74,0,2.74
7089,5.09,0,5.09
7337,8.36,0,8.36
7883,12.69,0,12.69
8505,17.24,0,17.24
9213,21.85,0.0978,21.85
9678,24.2,0.2792,24.2
9830,24.98,0.4105,24.98
9865,26.13,0.4492,26.13
9798,27.76,0.4963,27.76
9722,28.98,0.4878,28.98
9709,30.4,0.4023,30.4
9875,31.19,0.2639,31.19
10741,29.64,0.0209,29.64
11428,26.81,0,26.81
11394,22.28,0,22.28
11154,17.32,0,17.32
10865,13.22,0,13.22
10443,10.32,0,10.32
9751,7.2,0,7.2
8930,4.66,0,4.66
8253,2.88,0,2.88
7822,3.71,0,3.71
7593,1.36,0,1.36
7487,2.12,0,2.12
7505,3.96,0,3.96
7709,6.5,0,6.5
8124,9.93,0,9.93
8572,14.06,0,14.06
9157,18.37,0.2274,18.37
9539,23.64,0.4451,23.64
9669,27.01,0.5487,27.01
9753,27.7,0.5288,27.7
9784,27.58,0.4508,27.58
9718,26.75,0.4375,26.75
9642,26.18,0.3749,26.18
9703,25.04,0.2477,25.04
10576,23.83,0.0342,23.83
11314,21.36,0,21.36
11306,18.37,0,18.37
11099,14.69,0,14.69
10825,11.71,0,11.71
10312,9.1,0,9.1
9579,6.56,0,6.56
8713,4.47,0,4.47
8020,1.62,0,1.62
7619,1.22,0,1.22
7413,1.75,0,1.75
7375,4,0,4
7538,8.24,0,8.24
7979,13.41,0,13.41
8667,16.79,0,16.79
9277,19.24,0,19.24
9817,20.24,0.2255,20.24
10118,21.43,0.4422,21.43
10220,25.41,0.5408,25.41
10171,27.06,0.6649,27.06
10007,27.86,0.6653,27.86
9875,27.33,0.6232,27.33
9850,27.06,0.4789,27.06
9948,25.94,0.2156,25.94
10723,24.61,0.0405,24.61
11146,21.76,0,21.76
10708,18.12,0,18.12
10271,13.81,0,13.81
9990,10.5,0,10.5
9725,7.32,0,7.32
9288,4.53,0,4.53
8669,2.68,0,2.68
8029,2.49,0,2.49
7569,1.8,0,1.8
7305,1.66,0,1.66
7231,2.46,0,2.46
